customerID,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,Charges_Ratio,High_Risk_Contract,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Tenure_Group_1-2 Years,Tenure_Group_2-4 Years,Tenure_Group_4-6 Years
7606-BPHHN,0,72,19.8,1468.75,0,0.013480850972045271,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1
4742-DRORA,0,60,95.4,5812.0,0,0.01641431518166842,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
0111-KLBQG,1,32,93.95,2861.45,0,0.032833004131356466,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0
4800-VHZKI,0,1,19.9,19.9,1,0.9999994974876897,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
7989-CHGTL,0,1,19.6,19.6,1,0.9999994897961787,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
0334-GDDSO,1,3,81.35,233.7,1,0.34809583448455994,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4163-NCJAK,0,46,24.45,1066.15,0,0.02293298294861902,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
5233-AOZUF,0,29,74.95,2149.05,0,0.034875875224513735,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5973-EJGDP,0,51,87.35,4473.0,0,0.019528280752228303,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1
1996-DBMUS,1,48,70.65,3545.05,0,0.01992919699318995,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7916-VCCPB,0,16,73.25,1195.75,0,0.06125862378207298,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4686-GEFRM,0,70,98.7,6858.9,0,0.014390062525492336,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
5249-QYHEX,0,40,24.8,1024.7,0,0.02420220528737967,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0
0578-SKVMF,0,22,83.3,1845.9,1,0.045127038056627995,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5564-NEMQO,1,1,75.3,75.3,1,0.9999998671978928,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2233-FAGXV,0,5,24.3,132.25,0,0.18374289725951629,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
5605-IYGFG,0,7,69.85,515.45,0,0.1355126562127722,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7663-ZTEGJ,0,29,100.55,2830.45,0,0.03552438645613105,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
3935-TBRZZ,0,44,25.7,1110.5,0,0.023142728292276198,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0
8111-BKVDS,0,10,40.7,449.3,0,0.09058535298051741,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055-SIFSS,1,55,51.65,2838.55,0,0.01819590981946448,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2806-MLNTI,1,52,105.1,5376.4,0,0.019548396660314715,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1
8734-DKSTZ,0,10,85.95,858.6,0,0.10010482063702748,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4360-PNRQB,0,18,75.6,1395.05,0,0.05419160564716959,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6152-ONASV,0,68,58.25,3975.7,0,0.014651507873703982,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
9063-ZGTUY,0,61,19.4,1182.55,1,0.016405225855944984,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1
7781-HVGMK,0,72,65.2,4784.45,0,0.013627480664177743,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
2181-UAESM,0,2,53.45,119.5,0,0.4472802972987199,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2957-LOLHO,0,12,45.4,518.9,1,0.08749277148790188,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6048-NJXHX,0,41,19.75,899.45,0,0.021957862894459248,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0
2320-SLKMB,0,26,44.45,1183.8,0,0.03754857207679869,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
4980-URKXC,0,36,20.85,720.05,0,0.028956322075462514,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
4376-KFVRS,0,72,114.05,8468.2,0,0.013468033332387008,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
5886-VLQVU,0,35,89.85,3161.2,0,0.028422750764194763,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
3577-AMVUX,0,1,55.05,55.05,0,0.9999998183469903,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
0771-WLCLA,0,16,112.95,1882.55,0,0.05999840609812007,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0
5628-RKIFK,1,49,101.55,5070.4,0,0.020028005640525395,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
0206-TBWLC,0,54,114.65,6049.5,0,0.018951979471110044,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1
2937-FTHUR,0,18,64.8,1166.7,0,0.055541269773367014,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
1910-FMXJM,0,36,80.4,2937.65,0,0.027368815116270435,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
7752-XUSCI,0,60,105.9,6396.45,1,0.016556058412782,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
4110-PFEUZ,0,1,69.55,69.55,1,0.9999998562185685,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0732-OCQOC,0,52,25.05,1270.25,0,0.019720527299976167,0,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1
5168-MSWXT,0,8,94.75,759.55,0,0.12474491310980301,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1090-ESELR,0,72,105.5,7611.55,0,0.013860514594451177,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1
8592-PLTMQ,0,64,24.7,1642.75,0,0.015035763110419948,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1
5760-WRAHC,1,22,69.75,1545.4,0,0.04513394561191959,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
8847-GEOOQ,0,60,60.2,3582.4,0,0.016804376907089167,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
0256-LTHVJ,0,28,81.05,2227.1,1,0.03639261803963621,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
4785-FCIFB,0,61,24.4,1417.9,0,0.017208547731091418,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1
8313-NDOIA,0,24,104.15,2494.65,0,0.041749343427938415,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
5149-CUZUJ,0,28,92.9,2768.35,0,0.03355789537609805,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0
0942-KOWSM,0,30,80.8,2369.3,0,0.03410289944665977,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
4237-CLSMM,0,2,20.0,38.0,0,0.5263156509695655,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1452-VOQCH,0,1,75.1,75.1,0,0.9999998668442254,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4719-UMSIY,0,6,19.65,100.9,0,0.19474725522822045,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
6614-VBEGU,0,24,69.45,1614.05,0,0.043028406536176664,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
0880-TKATG,0,4,101.15,385.9,1,0.26211453065264245,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
3811-VBYBZ,0,7,99.8,673.25,1,0.14823616564075506,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0
1480-BKXGA,1,72,116.05,8404.9,0,0.013807421844629417,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
2996-XAUVF,0,70,40.05,2799.75,0,0.014304848596107334,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1
9076-AXYIK,1,64,102.1,6538.45,0,0.015615321650214774,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
5968-XQIVE,0,72,89.7,6588.95,0,0.0136137017072315,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
8896-RAZCR,0,44,19.9,868.1,0,0.022923626046266257,0,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
4640-UHDOS,0,13,55.95,734.35,1,0.07618982670130284,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
4933-IKULF,1,17,20.65,330.6,0,0.062462188068294365,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0
3583-EKAPL,0,1,55.0,55.0,1,0.9999998181818511,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
1304-BCCFO,0,9,70.05,564.4,0,0.12411410127366937,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
4104-PVRPS,0,24,53.6,1315.35,0,0.04074961006006303,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
9399-APLBT,0,1,74.7,74.7,1,0.9999998661312093,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2359-KMGLI,0,24,80.25,1861.5,1,0.04311039461127911,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
3780-DDGSE,1,35,76.05,2747.2,0,0.027682731407677883,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0
4431-EDMIQ,0,7,75.7,554.05,0,0.13663026556032373,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
0306-JAELE,0,5,96.1,453.4,1,0.2119541197187005,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
6227-HWPWX,0,15,69.0,994.8,1,0.06936067481543351,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0486-LGCCH,0,11,19.65,225.75,0,0.08704318551303718,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
0447-BEMNG,0,48,45.3,2145.0,1,0.021118881020424793,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
4612-SSVHJ,1,20,81.45,1671.6,0,0.04872577142422966,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
5168-MQQCA,0,72,108.5,8003.8,0,0.013556060854149203,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
5949-XIKAE,0,8,83.55,680.05,1,0.12285861153064317,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
7971-HLVXI,0,72,84.5,6130.85,0,0.01378275440798135,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1
9094-AZPHK,0,15,100.15,1415.0,0,0.07077738465881707,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
3649-JPUGY,0,72,88.6,6201.95,0,0.014285829433829958,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
8372-JUXUI,0,1,74.35,74.35,1,0.9999998655010268,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
3552-CTCYF,0,63,104.8,6597.25,0,0.015885406774208334,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
6778-YSNIH,0,2,59.0,114.15,0,0.5168637304543381,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0388-EOPEX,0,2,74.4,139.4,1,0.5337158871078991,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
5756-OZRIO,1,61,64.05,3902.6,0,0.016412135457356286,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
6579-JPICP,0,1,20.4,20.4,0,0.9999995098041619,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
8205-OTCHB,0,22,43.75,903.6,1,0.048417440809899945,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0
4134-BSXLX,0,28,60.9,1785.65,0,0.034105227597204225,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
0505-SPOOW,0,70,19.8,1397.65,0,0.01416663675336002,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
6235-VDHOM,1,5,28.45,131.05,1,0.2170926961394356,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7783-YKGDV,0,12,99.7,1238.45,1,0.0805038549759469,1,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
4374-YMUSQ,0,34,116.25,3899.05,0,0.029814954848450377,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0
4513-CXYIX,1,71,80.7,5676.0,0,0.014217758960151941,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
3957-HHLMR,0,70,65.2,4543.15,0,0.01435127606539235,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
7803-XOCCZ,0,52,84.05,4326.8,0,0.019425441389882957,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
5736-YEJAX,0,69,79.45,5502.55,0,0.014438760184934694,0,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
5609-CEBID,1,20,94.1,1782.4,1,0.05279398534114685,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
8981-FJGLA,0,11,78.0,851.8,0,0.09157079019052841,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7218-HKQFK,0,2,94.2,167.5,1,0.562388026126088,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0
4636-QRJKY,0,6,80.5,502.85,1,0.16008749805931197,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1135-LMECX,0,1,19.85,19.85,0,0.9999994962219163,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
4332-MUOEZ,1,20,94.3,1818.3,0,0.05186162870889496,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
8535-SFUTN,0,61,106.45,6300.15,0,0.016896423074218198,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
5956-VKDTT,1,5,74.35,334.8,1,0.22207287269794287,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
8677-HDZEE,0,56,105.45,5916.95,0,0.017821681748499345,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1
2475-MROZF,0,30,95.0,2852.4,0,0.03330528665928591,0,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
9412-GHEEC,0,40,104.8,4131.95,1,0.02536332718120179,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
3482-ABPKK,0,28,54.3,1546.3,0,0.03511608332719341,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
6705-LXORM,1,5,70.05,302.6,0,0.23149371343378342,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0257-ZESQC,1,27,75.2,1929.35,1,0.03897685728884414,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7531-GQHME,0,12,20.05,265.45,0,0.07553211243051,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
5174-ITUMV,0,67,105.4,6989.45,0,0.0150798703544916,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
4109-CYRBD,1,29,51.6,1442.0,0,0.035783633593733474,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
0913-XWSCN,0,55,85.5,4713.4,0,0.018139771676200258,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6825-UYPFK,0,23,75.6,1758.6,1,0.04298874079956363,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8397-MVTAZ,0,34,100.05,3480.0,1,0.028749999917385055,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
0750-EBAIU,0,52,91.25,4738.3,0,0.01925796167558415,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
8606-CIQUL,1,72,115.75,8399.15,0,0.013781156410135364,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1
3571-DPYUH,0,58,94.7,5430.35,0,0.017439023235262877,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1
7601-GNDYK,0,35,19.6,686.95,0,0.028531916026902745,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0
0356-OBMAC,1,56,99.9,5706.3,0,0.017506965954283922,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
8067-NIOYM,0,24,21.1,490.65,0,0.04300417725457705,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0
1403-GYAFU,0,70,20.05,1360.25,0,0.014739937403124887,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1
4234-XTNEA,0,2,79.95,174.45,0,0.45829748017784583,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
1297-VQDRP,1,68,107.15,7379.8,0,0.01451936364871763,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,1
9282-IZGQK,0,1,85.0,85.0,1,0.999999882352955,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
5348-CAGXB,0,12,89.55,1021.75,0,0.0876437476129802,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
0621-HJWXJ,0,63,81.55,5029.05,0,0.01621578624945907,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
5844-QVTAT,0,33,58.45,1955.4,0,0.029891582132087643,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0
8905-IAZPF,0,69,95.65,6744.2,0,0.014182556842646191,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1
5394-MEITZ,0,60,80.6,4946.7,0,0.016293690710385327,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
6859-QNXIQ,0,72,113.1,8248.5,0,0.013711583907726758,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
2782-LFZVW,0,11,58.95,601.6,0,0.09798869517970919,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
2866-IKBTM,0,1,19.55,19.55,0,0.9999994884913103,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0
1342-JPNKI,0,10,86.05,834.1,1,0.10316508688208743,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2817-NTQDO,0,13,45.55,597.0,1,0.07629815617591028,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
7129-AZJDE,0,34,78.95,2647.2,0,0.02982396483142957,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
6986-IJDHX,0,39,86.3,3266.0,1,0.026423759870104837,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0
2560-PPCHE,0,65,105.05,6744.25,0,0.015576231581604727,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1
4676-MQUEA,1,50,101.9,5265.5,0,0.01935238815050349,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
8138-EALND,0,15,19.75,311.6,0,0.06338253968605456,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0
3580-HYCSP,0,72,110.3,7966.9,0,0.013844782771410734,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1
1352-HNSAW,0,72,115.6,8220.4,0,0.014062576013256563,0,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1
